date,fond,amount,compte_crediteur,bic,transactor,adresse,type,communication,solde
"14-07-2023","BE64523081419552","10,00","BE57544006862533","BPOTBEB1","M. BRUNO JANSSENS","BOULEVARD DUMONT 7 4599 CHARLEROI","SCT","FONDS GENERAL","2.684,94"
"17-07-2023","BE64523081419552","15,00","BE55748591242221","ARSPBE22","LOUIS GILSON","Boulevard Segers 39 0787 La Louvière","SCT","Voila des sous, bisous","2.699,94"
"17-07-2023","BE64523081419552","40,00","BE67984979026207","VDSPBE91","Capin Anthony","Chemin Luyten 9 0099 Neufchâteau","SCT","Don mensuel","2.739,94"
"17-07-2023","BE64523081419552","40,00","BE67061399779409","VDSPBE91","Del Fabri F. - Rivageois A.","Chaussée De Coster 48 3037 Zottegem","SCT","L AMORCE(+)","2.779,94"
"18-07-2023","BE64523081419552","10,00","BE32873858119335","GKCCBEBB","CLAEYS CHIARA","Boulevard De Smedt 35 0048 Ottignies-Louvain-la-Neuve","SCT","A l'amorcage","2.789,94"
"19-07-2023","BE64523081419552","15,00","BE72124520134292","GKCCBEBB","Nottet - Remacle","Boulevard Verhaegen 96 3619 Courtrai","SCT","Nottet magali","2.804,94"
"31-07-2023","BE64523081419552","1,00","BE26379998109761","BBRUBEBB","M JULES STEMBERT","Chemin Thijs 68 7082 Halen","SCT","Contrib reserve de soutien","2.805,94"
"31-07-2023","BE64523081419552","20,00","BE81233761871399","GKCCBEBB","VAN DER HERTEN MATHIS","PLACE VERHELST 26 0224 CINEY","SCT","montant mensuel Mathis Van Der Herten","2.825,94"
"01-08-2023","BE64523081419552","20,00","BE35829006245340","TRIOBEBB","Jocotan"," ","BO","Don mensuel jocotan","2.845,94"
"01-08-2023","BE64523081419552","10,00","BE54094670385920","GEBABEBB","PACOVIA HENRIETTE","RUE LAUWERS 961 6010 DURBUY","SCT","Chouette projet  A bientot","2.855,94"
"01-08-2023","BE64523081419552","17,00","BE39610009156603","GKCCBEBB","Pagotte Vanessa","Place Libert 45 4931 Comines-Warneton","SCT","Cagnotte Amorce","2.872,94"
"01-08-2023","BE64523081419552","15,00","BE90151270669711","GEBABEBB","VANDENBODE NATHALIE","Boulevard Baert 17 3002 Termonde","SCT","","2.887,94"
"01-08-2023","BE64523081419552","15,00","BE71066571528337","BPOTBEB1","LEGUERREC NOAH","Boulevard Van Dyck 50 6299 Léau","SCT","","2.902,94"
"02-08-2023","BE64523081419552","30,00","BE07998146513544","GEBABEBB","TRAPU PIERRE-JEAN","PLACE VERSCHUEREN 77 1637 LOMMEL","SCT","super initiative","2.932,94"
"02-08-2023","BE64523081419552","10,00","BE64963111927873","GEBABEBB","RICHELIEU GREGORY","CHEMIN DIERCKX 37 2885 BASTOGNE","SCT","--- ..- .. / -.-. .----. . ... - / -.. ..- / -- --- .-. ... . .-.-.-","2.942,94"
"02-08-2023","BE64523081419552","10,00","BE91941908348963","BPOTBEB1","axelle dumont","BOULEVARD SOMERS 78 8759 BLANKENBERGE","SCT","pouetpouetl'amorce","2.952,94"
"02-08-2023","BE64523081419552","10,00","BE57544006862533","BPOTBEB1","M. BRUNO JANSSENS","BOULEVARD DUMONT 7 4599 CHARLEROI","SCT","FONDS GENERAL","2.962,94"
"02-08-2023","BE64523081419552","40,00","BE73023643847628","NICABEBB","M. Leonard Quintenps","Avenue Sahin 95 9798 Genappe","SCT","fonds general","3.002,94"
"03-08-2023","BE64523081419552","15,00","BE62357732053023","GKCCBEBB","Tapage Adrien","Place Yildirim 3 6638 Roulers","SCT","adri","3.017,94"
"03-08-2023","BE64523081419552","25,00","BE68352501147592","GKCCBEBB","Bodarwe Jean-Michel","AVENUE LACROIX 13 6146 MONTAIGU-ZICHEM","SCT","L'amorce forever","3.042,94"
"03-08-2023","BE64523081419552","20,00","BE14860477243975","GEBABEBB","MAFOI AURELIE","Place Peeters 65 9489 Geel","SCT","","3.062,94"
"03-08-2023","BE64523081419552","8,00","BE22752511102346","GEBABEBB","BAJOT PIERRE","Chemin Maes 13 5939 Bree","SCT","","3.070,94"
"03-08-2023","BE64523081419552","20,00","BE37007959652205","NICABEBB","M. Raphael Vandenberghe","PLACE SAHIN 73 6383 LIÈGE","SCT","","3.090,94"
"07-08-2023","BE64523081419552","40,00","BE27633989084860","KREDBEBB","DUPORTAIL MATHILDE","IMPASSE MESSAOUDI 885 9427 SERAING","SCT","AMORCE DUPORTAIL MATHILDE","3.130,94"
"07-08-2023","BE64523081419552","10,00","BE27504564025934","ARSPBE22","ALFREDO PORTO DI ARAGON","CHEMIN LAUWERS 291 7378 MALINES","SCT","soutien amorce","3.140,94"
"07-08-2023","BE64523081419552","12,50","BE06992080717696","CTBKBEBX","MLE LISE VERSTRAETEN","IMPASSE VERHOEVEN 30 1901 HALEN","SCT","COMPTE COURANT","3.153,44"
"07-08-2023","BE64523081419552","15,00","BE48499914275751","AXABBE22","Piron Emmanuel","AVENUE VERHAEGEN 91 3083 TIRLEMONT","SCT","","3.168,44"
"08-08-2023","BE64523081419552","12,00","BE08827097884607","GKCCBEBB","Gaspard Melodie","RUE JACQUES 99 8780 MORTSEL","SCT","Mutualisation mensuelle","3.180,44"
"08-08-2023","BE64523081419552","15,00","BE34696425357004","GEBABEBB","NAIMETTE MARIETTE","Rue Nijs 10 3009 Chimay","SCT","Mutualisation mensuelle","3.195,44"
"08-08-2023","BE64523081419552","10,00","BE95671620467794","BPOTBEB1","GILLET YANIS","CHAUSSÉE HEYLEN 3 1166 NAMUR","SCT","","3.205,44"
"09-08-2023","BE64523081419552","10,00","BE89918065895760","AXABBE22","Dardenne Steve","CHAUSSÉE DE COCK 17 5983 ARLON","SCT","","3.215,44"
"10-08-2023","BE64523081419552","25,00","BE51648251156127","ARSPBE22","ALICE AMRANI","Impasse Delvaux 76 5213 Liège","SCT","Don","3.240,44"
"10-08-2023","BE64523081419552","10,00","BE21288228228310","BPOTBEB1","BODART JEAN-MARIE","Chemin Willems 174 1198 Malmedy","SCT","Don L'Amorce","3.250,44"
"10-08-2023","BE64523081419552","20,00","BE39838351703284","NICABEBB","Mlle Fleur Goethals","RUE URBAIN 73 2376 NAMUR","SCT","","3.270,44"
"11-08-2023","BE64523081419552","18,00","BE12256922383288","VDSPBE91","Pagode Yvette","Rue Collin 3 6009 Ostende","SCT","","3.288,44"
"16-08-2023","BE64523081419552","10,00","BE32873858119335","GKCCBEBB","CLAEYS CHIARA","Boulevard De Smedt 35 0048 Ottignies-Louvain-la-Neuve","SCT","A l'amorcage","3.298,44"
"16-08-2023","BE64523081419552","15,00","BE55748591242221","ARSPBE22","LOUIS GILSON","Boulevard Segers 39 0787 La Louvière","SCT","Voila des sous, bisous","3.313,44"
"16-08-2023","BE64523081419552","40,00","BE67984979026207","VDSPBE91","Capin Anthony","Chemin Luyten 9 0099 Neufchâteau","SCT","Don mensuel","3.353,44"
"16-08-2023","BE64523081419552","40,00","BE67061399779409","VDSPBE91","Del Fabri F. - Rivageois A.","Chaussée De Coster 48 3037 Zottegem","SCT","L AMORCE(+)","3.393,44"
"21-08-2023","BE64523081419552","15,00","BE72124520134292","GKCCBEBB","Nottet - Remacle","Boulevard Verhaegen 96 3619 Courtrai","SCT","Nottet magali","3.408,44"
"29-08-2023","BE64523081419552","20,00","BE81233761871399","GKCCBEBB","VAN DER HERTEN MATHIS","PLACE VERHELST 26 0224 CINEY","SCT","montant mensuel Mathis Van Der Herten","3.428,44"
"29-08-2023","BE64523081419552","28,00","BE65188220196117","GEBABEBB","DEQUENNE MARIELLA","Impasse Dierckx 69 8329 Saint-Hubert","SCT","","3.456,44"
"31-08-2023","BE64523081419552","1,00","BE26379998109761","BBRUBEBB","M JULES STEMBERT","Chemin Thijs 68 7082 Halen","SCT","Contrib reserve de soutien","3.457,44"
"01-09-2023","BE64523081419552","20,00","BE35829006245340","TRIOBEBB","Jocotan"," ","BO","Don mensuel jocotan","3.477,44"
"01-09-2023","BE64523081419552","15,00","BE90151270669711","GEBABEBB","VANDENBODE NATHALIE","Boulevard Baert 17 3002 Termonde","SCT","","3.492,44"
"01-09-2023","BE64523081419552","17,00","BE39610009156603","GKCCBEBB","Pagotte Vanessa","Place Libert 45 4931 Comines-Warneton","SCT","Cagnotte Amorce","3.509,44"
"01-09-2023","BE64523081419552","10,00","BE54094670385920","GEBABEBB","PACOVIA HENRIETTE","RUE LAUWERS 961 6010 DURBUY","SCT","Chouette projet  A bientot","3.519,44"
"01-09-2023","BE64523081419552","15,00","BE71066571528337","BPOTBEB1","LEGUERREC NOAH","Boulevard Van Dyck 50 6299 Léau","SCT","","3.534,44"
"04-09-2023","BE64523081419552","30,00","BE07998146513544","GEBABEBB","TRAPU PIERRE-JEAN","PLACE VERSCHUEREN 77 1637 LOMMEL","SCT","super initiative","3.564,44"
"04-09-2023","BE64523081419552","10,00","BE64963111927873","GEBABEBB","RICHELIEU GREGORY","CHEMIN DIERCKX 37 2885 BASTOGNE","SCT","--- ..- .. / -.-. .----. . ... - / -.. ..- / -- --- .-. ... . .-.-.-","3.574,44"
"04-09-2023","BE64523081419552","10,00","BE57544006862533","BPOTBEB1","M. BRUNO JANSSENS","BOULEVARD DUMONT 7 4599 CHARLEROI","SCT","FONDS GENERAL","3.584,44"
"04-09-2023","BE64523081419552","10,00","BE91941908348963","BPOTBEB1","axelle dumont","BOULEVARD SOMERS 78 8759 BLANKENBERGE","SCT","pouetpouetl'amorce","3.594,44"
"04-09-2023","BE64523081419552","40,00","BE73023643847628","NICABEBB","M. Leonard Quintenps","Avenue Sahin 95 9798 Genappe","SCT","fonds general","3.634,44"
"04-09-2023","BE64523081419552","20,00","BE37007959652205","NICABEBB","M. Raphael Vandenberghe","PLACE SAHIN 73 6383 LIÈGE","SCT","","3.654,44"
"05-09-2023","BE64523081419552","15,00","BE48499914275751","AXABBE22","Piron Emmanuel","AVENUE VERHAEGEN 91 3083 TIRLEMONT","SCT","","3.669,44"
"05-09-2023","BE64523081419552","8,00","BE22752511102346","GEBABEBB","BAJOT PIERRE","Chemin Maes 13 5939 Bree","SCT","","3.677,44"
"05-09-2023","BE64523081419552","15,00","BE62357732053023","GKCCBEBB","Tapage Adrien","Place Yildirim 3 6638 Roulers","SCT","adri","3.692,44"
"05-09-2023","BE64523081419552","25,00","BE68352501147592","GKCCBEBB","Bodarwe Jean-Michel","AVENUE LACROIX 13 6146 MONTAIGU-ZICHEM","SCT","L'amorce forever","3.717,44"
"05-09-2023","BE64523081419552","20,00","BE14860477243975","GEBABEBB","MAFOI AURELIE","Place Peeters 65 9489 Geel","SCT","","3.737,44"
"05-09-2023","BE64523081419552","10,00","BE73023643847628","NICABEBB","M. Leonard Quintenps","Avenue Sahin 95 9798 Genappe","SCT","Don","3.747,44"
"06-09-2023","BE64523081419552","-174,22","BE55748591242221","ARSPBE22","Louis Gilson"," ","SCTIB","remb NF","3.573,22"
"06-09-2023","BE64523081419552","12,00","BE08827097884607","GKCCBEBB","Gaspard Melodie","RUE JACQUES 99 8780 MORTSEL","SCT","Mutualisation mensuelle","3.585,22"
"06-09-2023","BE64523081419552","15,00","BE34696425357004","GEBABEBB","NAIMETTE MARIETTE"," ","SCT","Mutualisation mensuelle","3.600,22"
"06-09-2023","BE64523081419552","10,00","BE27504564025934","ARSPBE22","ALFREDO PORTO DI ARAGON","CHEMIN LAUWERS 291 7378 MALINES","SCT","soutien amorce","3.610,22"
"06-09-2023","BE64523081419552","40,00","BE27633989084860","KREDBEBB","DUPORTAIL MATHILDE","IMPASSE MESSAOUDI 885 9427 SERAING","SCT","AMORCE DUPORTAIL MATHILDE","3.650,22"
"06-09-2023","BE64523081419552","5,00","BE33714299589702","VDSPBE91","Harze Jean-Charles","Avenue Borremans 14 2045 Anvers","SCT","","3.655,22"
"07-09-2023","BE64523081419552","12,50","BE06992080717696","CTBKBEBX","MLE LISE VERSTRAETEN","IMPASSE VERHOEVEN 30 1901 HALEN","SCT","COMPTE COURANT","3.667,72"
"08-09-2023","BE64523081419552","10,00","BE95671620467794","BPOTBEB1","GILLET YANIS","CHAUSSÉE HEYLEN 3 1166 NAMUR","SCT","","3.677,72"
"11-09-2023","BE64523081419552","10,00","BE89918065895760","AXABBE22","Dardenne Steve","CHAUSSÉE DE COCK 17 5983 ARLON","SCT","","3.687,72"
"11-09-2023","BE64523081419552","10,00","BE21288228228310","BPOTBEB1","BODART JEAN-MARIE","Chemin Willems 174 1198 Malmedy","SCT","Don L'Amorce","3.697,72"
"11-09-2023","BE64523081419552","20,00","BE39838351703284","NICABEBB","Mlle Fleur Goethals","RUE URBAIN 73 2376 NAMUR","SCT","","3.717,72"
"11-09-2023","BE64523081419552","25,00","BE51648251156127","ARSPBE22","ALICE AMRANI","Impasse Delvaux 76 5213 Liège","SCT","Don","3.742,72"
"11-09-2023","BE64523081419552","18,00","BE12256922383288","VDSPBE91","Pagode Yvette","Rue Collin 3 6009 Ostende","SCT","","3.760,72"
"12-09-2023","BE64523081419552","28,00","BE65188220196117","GEBABEBB","DEQUENNE MARIELLA","Impasse Dierckx 69 8329 Saint-Hubert","SCT","","3.788,72"
"13-09-2023","BE64523081419552","15,00","BE13803991691833","ARSPBE22","OCEANE MATTHIJS","Avenue Claessens 44 2554 Alost","SCT","","3.803,72"
"15-09-2023","BE64523081419552","15,00","BE55748591242221","ARSPBE22","LOUIS GILSON","Boulevard Segers 39 0787 La Louvière","SCT","Voila des sous, bisous","3.818,72"
"18-09-2023","BE64523081419552","10,00","BE32873858119335","GKCCBEBB","CLAEYS CHIARA","Boulevard De Smedt 35 0048 Ottignies-Louvain-la-Neuve","SCT","A l'amorcage","3.828,72"
"18-09-2023","BE64523081419552","40,00","BE67984979026207","VDSPBE91","Capin Anthony","BOULEVARD PIETERS 79 7257 EUPEN","SCT","Don mensuel","3.868,72"
"18-09-2023","BE64523081419552","40,00","BE67061399779409","VDSPBE91","Del Fabri F. - Rivageois A.","Chaussée De Coster 48 3037 Zottegem","SCT","L AMORCE(+)","3.908,72"
"19-09-2023","BE64523081419552","15,00","BE72124520134292","GKCCBEBB","Nottet - Remacle","Boulevard Verhaegen 96 3619 Courtrai","SCT","Nottet magali","3.923,72"
"29-09-2023","BE64523081419552","20,00","BE81233761871399","GKCCBEBB","VAN DER HERTEN MATHIS","PLACE VERHELST 26 0224 CINEY","SCT","montant mensuel Mathis Van Der Herten","3.943,72"
"01-10-2023","BE64523081419552","20,00","BE35829006245340","TRIOBEBB","Jocotan"," ","BO","Don mensuel jocotan","3.963,72"
"01-10-2023","BE64523081419552","-15,00","","","","","ON","Frais du 01-07-2023 au 30-09-2023","3.948,72"
"02-10-2023","BE64523081419552","1,00","BE26379998109761","BBRUBEBB","M JULES STEMBERT","Chemin Thijs 68 7082 Halen","SCT","Contrib reserve de soutien","3.949,72"
"02-10-2023","BE64523081419552","30,00","BE74419535784682","BBRUBEBB","M JACQUES FREVI","PLACE SOMERS 72 0858 MOUSCRON","SCT","chateau gonflab","3.979,72"
"02-10-2023","BE64523081419552","20,00","BE74419535784682","BBRUBEBB","M JACQUES FREVI","PLACE SOMERS 72 0858 MOUSCRON","SCT","chateau gonflab","3.999,72"
"02-10-2023","BE64523081419552","20,00","BE74419535784682","BBRUBEBB","M JACQUES FREVI","PLACE SOMERS 72 0858 MOUSCRON","SCT","2 entree chateau","4.019,72"
"02-10-2023","BE64523081419552","15,00","BE27585512551585","BBRUBEBB","MLLE CELIA DUTORDOIR","Chaussée Janssen 510 3253 Tielt","SCT","chateau gonflable","4.034,72"
"02-10-2023","BE64523081419552","15,00","BE71066571528337","BPOTBEB1","LEGUERREC NOAH","Boulevard Van Dyck 50 6299 Léau","SCT","","4.049,72"
"02-10-2023","BE64523081419552","10,00","BE91941908348963","BPOTBEB1","axelle dumont","BOULEVARD SOMERS 78 8759 BLANKENBERGE","SCT","pouetpouetl'amorce","4.059,72"
"02-10-2023","BE64523081419552","10,00","BE59273956600845","ARSPBE22","JEANNE NADIA","IMPASSE LECOCQ 738 5129 LIMBOURG","SCT","chateau gonflable","4.069,72"
"02-10-2023","BE64523081419552","5,00","PL36274518615254389994233620","BREXPLPW","BASTIEN HAJJI","Solna 44/81 57-722 Ząbki","SCT","DON","4.074,72"
"02-10-2023","BE64523081419552","20,00","BE98742545449794","ARSPBE22","MARGAUX BAUWENS","PLACE BORREMANS 8 6752 SAINT-VITH","SCT","chateau gonflab et bonus ,)","4.094,72"
"03-10-2023","BE64523081419552","8,00","BE22752511102346","GEBABEBB","BAJOT PIERRE","Chemin Maes 13 5939 Bree","SCT","","4.102,72"
"03-10-2023","BE64523081419552","15,00","BE90151270669711","GEBABEBB","VANDENBODE NATHALIE","Boulevard Baert 17 3002 Termonde","SCT","","4.117,72"
"03-10-2023","BE64523081419552","10,00","BE54094670385920","GEBABEBB","PACOVIA HENRIETTE","RUE LAUWERS 961 6010 DURBUY","SCT","Chouette projet  A bientot","4.127,72"
"03-10-2023","BE64523081419552","20,00","BE14860477243975","GEBABEBB","MAFOI AURELIE","Place Peeters 65 9489 Geel","SCT","","4.147,72"
"03-10-2023","BE64523081419552","10,00","BE07998146513544","GEBABEBB","TRAPU PIERRE-JEAN","PLACE VERSCHUEREN 77 1637 LOMMEL","SCT","super initiative","4.157,72"
"03-10-2023","BE64523081419552","17,00","BE39610009156603","GKCCBEBB","Pagotte Vanessa","Place Libert 45 4931 Comines-Warneton","SCT","Cagnotte Amorce","4.174,72"
"03-10-2023","BE64523081419552","15,00","BE62357732053023","GKCCBEBB","Tapage Adrien","Place Yildirim 3 6638 Roulers","SCT","adri","4.189,72"
"03-10-2023","BE64523081419552","25,00","BE68352501147592","GKCCBEBB","Bodarwe Jean-Michel","AVENUE LACROIX 13 6146 MONTAIGU-ZICHEM","SCT","L'amorce forever","4.214,72"
"03-10-2023","BE64523081419552","10,00","BE64963111927873","GEBABEBB","RICHELIEU GREGORY","CHEMIN DIERCKX 37 2885 BASTOGNE","SCT","--- ..- .. / -.-. .----. . ... - / -.. ..- / -- --- .-. ... . .-.-.-","4.224,72"
"03-10-2023","BE64523081419552","40,00","BE73023643847628","NICABEBB","M. Leonard Quintenps","Avenue Sahin 95 9798 Genappe","SCT","fonds general","4.264,72"
"03-10-2023","BE64523081419552","20,00","BE37007959652205","NICABEBB","M. Raphael Vandenberghe","PLACE SAHIN 73 6383 LIÈGE","SCT","","4.284,72"
"03-10-2023","BE64523081419552","10,00","BE89453298616316","GKCCBEBB","Amadirillo Dogno Francis","Boulevard Jacobs 21 4139 Diest","SCT","Chateau gonflable","4.294,72"
"05-10-2023","BE64523081419552","15,00","BE48499914275751","AXABBE22","Piron Emmanuel","AVENUE VERHAEGEN 91 3083 TIRLEMONT","SCT","","4.309,72"
"05-10-2023","BE64523081419552","28,00","BE65188220196117","GEBABEBB","DEQUENNE MARIELLA","Impasse Dierckx 69 8329 Saint-Hubert","SCT","","4.337,72"
"06-10-2023","BE64523081419552","10,00","BE27504564025934","ARSPBE22","ALFREDO PORTO DI ARAGON","CHEMIN LAUWERS 291 7378 MALINES","SCT","soutien amorce","4.347,72"
"06-10-2023","BE64523081419552","12,00","BE08827097884607","GKCCBEBB","Gaspard Melodie","RUE JACQUES 99 8780 MORTSEL","SCT","Mutualisation mensuelle","4.359,72"
"06-10-2023","BE64523081419552","15,00","BE34696425357004","GEBABEBB","NAIMETTE MARIETTE","Rue Nijs 10 3009 Chimay","SCT","Mutualisation mensuelle","4.374,72"
"06-10-2023","BE64523081419552","40,00","BE27633989084860","KREDBEBB","DUPORTAIL MATHILDE","IMPASSE MESSAOUDI 885 9427 SERAING","SCT","AMORCE DUPORTAIL MATHILDE","4.414,72"
"06-10-2023","BE64523081419552","5,00","BE33714299589702","VDSPBE91","Harze Jean-Charles","Avenue Borremans 14 2045 Anvers","SCT","","4.419,72"
"06-10-2023","BE64523081419552","-500,00","BE90152254980024","GKCCBEBB","Sarah De Martini"," ","SCTIB","bourse de l'amorce pour projet X7","3.919,72"
"06-10-2023","BE64523081419552","-500,00","BE84725940716118","BPOTBEB1","ASBL Pain au Chocolat"," ","SCTIB","bourse de l'amorce pour projet X2","3.419,72"
"09-10-2023","BE64523081419552","10,00","BE89918065895760","AXABBE22","Dardenne Steve","CHAUSSÉE DE COCK 17 5983 ARLON","SCT","","3.429,72"
"09-10-2023","BE64523081419552","12,50","BE06992080717696","CTBKBEBX","MLE LISE VERSTRAETEN","IMPASSE VERHOEVEN 30 1901 HALEN","SCT","COMPTE COURANT","3.442,22"
"09-10-2023","BE64523081419552","10,00","BE95671620467794","BPOTBEB1","GILLET YANIS","CHAUSSÉE HEYLEN 3 1166 NAMUR","SCT","","3.452,22"
"10-10-2023","BE64523081419552","25,00","BE51648251156127","ARSPBE22","ALICE AMRANI","Impasse Delvaux 76 5213 Liège","SCT","Don","3.477,22"
"10-10-2023","BE64523081419552","10,00","BE21288228228310","BPOTBEB1","BODART JEAN-MARIE","Chemin Willems 174 1198 Malmedy","SCT","Don L'Amorce","3.487,22"
"10-10-2023","BE64523081419552","20,00","BE39838351703284","NICABEBB","Mlle Fleur Goethals","RUE URBAIN 73 2376 NAMUR","SCT","","3.507,22"
"11-10-2023","BE64523081419552","18,00","BE12256922383288","VDSPBE91","Pagode Yvette","Rue Collin 3 6009 Ostende","SCT","","3.525,22"
"13-10-2023","BE64523081419552","15,00","BE13803991691833","ARSPBE22","OCEANE MATTHIJS","Avenue Claessens 44 2554 Alost","SCT","","3.540,22"
"16-10-2023","BE64523081419552","15,00","BE55748591242221","ARSPBE22","LOUIS GILSON","Boulevard Segers 39 0787 La Louvière","SCT","Voila des sous, bisous","3.555,22"
"16-10-2023","BE64523081419552","40,00","BE67984979026207","VDSPBE91","Capin Anthony","BOULEVARD PIETERS 79 7257 EUPEN","SCT","Don mensuel","3.595,22"
"16-10-2023","BE64523081419552","40,00","BE67061399779409","VDSPBE91","Del Fabri F. - Rivageois A.","Chaussée De Coster 48 3037 Zottegem","SCT","L AMORCE(+)","3.635,22"
"17-10-2023","BE64523081419552","10,00","BE32873858119335","GKCCBEBB","CLAEYS CHIARA","Boulevard De Smedt 35 0048 Ottignies-Louvain-la-Neuve","SCT","A l'amorcage","3.645,22"
"19-10-2023","BE64523081419552","15,00","BE72124520134292","GKCCBEBB","Nottet - Remacle","Boulevard Verhaegen 96 3619 Courtrai","SCT","Nottet magali","3.660,22"
"20-10-2023","BE64523081419552","-25,00","BE29155908201621","TRIOBEBB","Nubo Coop"," ","SCTIB","prise de part NE 0786675245 l'amorce fondation","3.635,22"
"23-10-2023","BE64523081419552","10,00","BE57544006862533","BPOTBEB1","M. BRUNO JANSSENS","BOULEVARD DUMONT 7 4599 CHARLEROI","SCT","FONDS GENERAL","3.645,22"
"31-10-2023","BE64523081419552","1,00","BE26379998109761","BBRUBEBB","M JULES STEMBERT","Chemin Thijs 68 7082 Halen","SCT","Contrib reserve de soutien","3.646,22"
"31-10-2023","BE64523081419552","20,00","BE81233761871399","GKCCBEBB","VAN DER HERTEN MATHIS","PLACE VERHELST 26 0224 CINEY","SCT","montant mensuel Mathis Van Der Herten","3.666,22"
"01-11-2023","BE64523081419552","20,00","BE35829006245340","TRIOBEBB","Jocotan"," ","BO","Don mensuel jocotan","3.686,22"
"01-11-2023","BE64523081419552","10,00","BE54094670385920","GEBABEBB","PACOVIA HENRIETTE","RUE LAUWERS 961 6010 DURBUY","SCT","Chouette projet  A bientot","3.696,22"
"01-11-2023","BE64523081419552","17,00","BE39610009156603","GKCCBEBB","Pagotte Vanessa","Place Libert 45 4931 Comines-Warneton","SCT","Cagnotte Amorce","3.713,22"
"01-11-2023","BE64523081419552","15,00","BE90151270669711","GEBABEBB","VANDENBODE NATHALIE","Boulevard Baert 17 3002 Termonde","SCT","","3.728,22"
"02-11-2023","BE64523081419552","10,00","BE07998146513544","GEBABEBB","TRAPU PIERRE-JEAN","PLACE VERSCHUEREN 77 1637 LOMMEL","SCT","super initiative","3.738,22"
"02-11-2023","BE64523081419552","10,00","BE64963111927873","GEBABEBB","RICHELIEU GREGORY","CHEMIN DIERCKX 37 2885 BASTOGNE","SCT","--- ..- .. / -.-. .----. . ... - / -.. ..- / -- --- .-. ... . .-.-.-","3.748,22"
"02-11-2023","BE64523081419552","15,00","BE71066571528337","BPOTBEB1","LEGUERREC NOAH","Boulevard Van Dyck 50 6299 Léau","SCT","","3.763,22"
"02-11-2023","BE64523081419552","10,00","BE91941908348963","BPOTBEB1","axelle dumont","BOULEVARD SOMERS 78 8759 BLANKENBERGE","SCT","pouetpouetl'amorce","3.773,22"
"03-11-2023","BE64523081419552","8,00","BE22752511102346","GEBABEBB","BAJOT PIERRE","Chemin Maes 13 5939 Bree","SCT","","3.781,22"
"03-11-2023","BE64523081419552","25,00","BE68352501147592","GKCCBEBB","Bodarwe Jean-Michel","AVENUE LACROIX 13 6146 MONTAIGU-ZICHEM","SCT","L'amorce forever","3.806,22"
"03-11-2023","BE64523081419552","15,00","BE62357732053023","GKCCBEBB","Tapage Adrien","Place Yildirim 3 6638 Roulers","SCT","adri","3.821,22"
"03-11-2023","BE64523081419552","20,00","BE14860477243975","GEBABEBB","MAFOI AURELIE","Place Peeters 65 9489 Geel","SCT","","3.841,22"
"03-11-2023","BE64523081419552","40,00","BE73023643847628","NICABEBB","M. Leonard Quintenps","Avenue Sahin 95 9798 Genappe","SCT","fonds general","3.881,22"
"03-11-2023","BE64523081419552","20,00","BE37007959652205","NICABEBB","M. Raphael Vandenberghe","PLACE SAHIN 73 6383 LIÈGE","SCT","","3.901,22"
"06-11-2023","BE64523081419552","10,00","BE27504564025934","ARSPBE22","ALFREDO PORTO DI ARAGON","CHEMIN LAUWERS 291 7378 MALINES","SCT","soutien amorce","3.911,22"
"06-11-2023","BE64523081419552","15,00","BE48499914275751","AXABBE22","Piron Emmanuel","AVENUE VERHAEGEN 91 3083 TIRLEMONT","SCT","","3.926,22"
"06-11-2023","BE64523081419552","40,00","BE27633989084860","KREDBEBB","DUPORTAIL MATHILDE","IMPASSE MESSAOUDI 885 9427 SERAING","SCT","AMORCE DUPORTAIL MATHILDE","3.966,22"
"06-11-2023","BE64523081419552","5,00","BE33714299589702","VDSPBE91","Harze Jean-Charles","Avenue Borremans 14 2045 Anvers","SCT","","3.971,22"
"07-11-2023","BE64523081419552","12,00","BE08827097884607","GKCCBEBB","Gaspard Melodie","RUE JACQUES 99 8780 MORTSEL","SCT","Mutualisation mensuelle","3.983,22"
"07-11-2023","BE64523081419552","15,00","BE34696425357004","GEBABEBB","NAIMETTE MARIETTE","Rue Nijs 10 3009 Chimay","SCT","Mutualisation mensuelle","3.998,22"
"07-11-2023","BE64523081419552","12,50","BE06992080717696","CTBKBEBX","MLE LISE VERSTRAETEN","IMPASSE VERHOEVEN 30 1901 HALEN","SCT","COMPTE COURANT","4.010,72"
"08-11-2023","BE64523081419552","10,00","BE95671620467794","BPOTBEB1","GILLET YANIS","CHAUSSÉE HEYLEN 3 1166 NAMUR","SCT","","4.020,72"
"09-11-2023","BE64523081419552","10,00","BE89918065895760","AXABBE22","Dardenne Steve","CHAUSSÉE DE COCK 17 5983 ARLON","SCT","","4.030,72"
"09-11-2023","BE64523081419552","100,00","BE09227478255957","BBRUBEBB","MLLE HELENA ANTOINE","BOULEVARD GEORGES 2 9025 THUIN","SCT","","4.130,72"
"09-11-2023","BE64523081419552","10,00","BE57544006862533","BPOTBEB1","M. BRUNO JANSSENS","BOULEVARD DUMONT 7 4599 CHARLEROI","SCT","FONDS GENERAL","4.140,72"
"10-11-2023","BE64523081419552","30,00","BE94640682496292","GKCCBEBB","PABETE-LAMOUCHE MURIELLE","CHAUSSÉE DECLERCQ 3 1636 DEINZE","SCT","Tarte Geante","4.170,72"
